wk,day,date,time,home,xg1,score,xg2,away,attendance,venue,referee
1,Premier League,2023-2024,2,Sun,2023-08-20,14:00 (16:00),Aston Villa,"""2.9""",4–0,"""0.6""",Everton,"41,694",Villa Park,Anthony Taylor
2,Premier League,2023-2024,2,Sun,2023-08-20,14:00 (16:00),Aston Villa,"""2.9""",4–0,"""0.6""",Everton,"41,694",Villa Park,Anthony Taylor
